common_friends,total_friends,pref_attach,jacard_coef,transitive_friends,opposite_friends,adar,dice_coef_directed,dice_coef_undirected,friends_closeness,jacard_outneighbours,jacard_inneighbours,degree_source,degree_source_in,degree_source_out,degree_target,degree_target_in,degree_target_out,class
16,99,3000,0.16161616161616163,13,1,4.013365664463205,0.2777777777777778,0.2962962962962963,0.22975599250672948,62626.32849370904,50591.19061941154,60,22,38,112,42,70,1
3,474,6032,0.006329113924050633,3,0,0.2600599959084582,0.0,0.013071895424836602,0.30806036608475384,65910.31745900781,678.7057716051817,498,39,459,13,13,0,1
0,1764,22763,0.0,0,0,0.0,0.0,0.0,0.18688348091416843,20.98136502475519,78.75302747926254,16,11,5,2117,418,1699,0
14,231,7696,0.06060606060606061,13,0,2.3001584887389437,0.0,0.1407035175879397,0.27212088552608965,65450.28919422829,26648.0063954859,230,31,199,37,37,0,1
0,279,278,0.0,0,0,0.0,0.0,0.0,0.1877070593940455,0.013112054304884109,32.25806451612903,314,64,250,1,1,0,0
0,14224,14223,0.0,0,0,0.0,0.0,0.0,0.31875619859178955,207544.7490524393,41.63667959767593,14499,280,14219,1,1,0,1
1,498,7260,0.002008032128514056,0,1,0.20178252345702946,0.004098360655737705,0.004098360655737705,0.15526500192561632,953.6746420602643,3734.861259765396,15,1,14,513,39,474,1
0,4124,877275,0.0,0,0,0.0,0.0,0.0,0.2774859615045617,60275.90422913464,1316.0279231285692,4068,170,3898,302,213,89,0
1,772,49210,0.0012953367875647669,1,0,0.0869538237936714,0.0,0.00398406374501992,0.33244922750123884,7290.611899535257,3162.691916389312,755,253,502,70,70,0,0
17,252,16608,0.06746031746031746,4,0,3.0509128178084137,0.1282051282051282,0.21794871794871795,0.2764714543755712,20726.003787579,23634.695063230207,104,36,68,196,108,88,1
6,119,3724,0.05042016806722689,0,0,0.7570455845440456,0.0,0.21428571428571427,0.15930411643705097,29107.068082564627,1413.1735537148004,78,22,56,49,49,0,1
1,46,46,0.021739130434782608,0,0,0.07383035913670255,0.0,0.05714285714285714,0.12762137988296984,2319.3794616913183,0.2884561173019912,54,19,35,1,1,0,1
0,97,946,0.0,0,0,0.0,0.0,0.0,0.15249036595011276,15789.052221603735,109.78758622100852,91,5,86,11,11,0,1
0,74,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78,7,71,0,0,0,1
0,147,432,0.0,0,0,0.0,0.0,0.0,0.16634775289262455,109.89718792224122,1.9957689697840577,151,19,132,3,3,0,0
4,839,31356,0.004767580452920143,1,0,0.48473894586226685,0.01486988847583643,0.02973977695167286,0.33661053532336027,2488.0160517672334,8981.053017423932,40,33,7,859,597,262,1
